trialnum,Orientation,TF,SF,Contrast
1930,180,1,0.04,0.8
1931,315,1,0.04,0.8
1932,270,1,0.04,0.8
1933,45,1,0.04,0.8
1934,135,1,0.04,0.8
1935,0,1,0.04,0.8
1936,90,1,0.04,0.8
1937,180,1,0.04,0.8
1938,315,1,0.04,0.8
1939,90,1,0.04,0.8
1940,270,1,0.04,0.8
1941,135,1,0.04,0.8
1942,0,1,0.04,0.8
1943,45,1,0.04,0.8
1944,225,1,0.04,0.8
1945,0,1,0.04,0.8
1946,315,1,0.04,0.8
1947,270,1,0.04,0.8
1948,180,1,0.04,0.8
1949,90,1,0.04,0.8
1950,135,1,0.04,0.8
1951,225,1,0.04,0.8
1952,45,1,0.04,0.8
1953,90,1,0.04,0.8
1954,135,1,0.04,0.8
1955,315,1,0.04,0.8
1956,45,1,0.04,0.8
1957,225,1,0.04,0.8
1958,270,1,0.04,0.8
1959,0,1,0.04,0.8
1960,180,1,0.04,0.8
1961,45,1,0.04,0.8
1962,270,1,0.04,0.8
1963,135,1,0.04,0.8
1964,180,1,0.04,0.8
1965,315,1,0.04,0.8
1966,0,1,0.04,0.8
1967,225,1,0.04,0.8
1968,90,1,0.04,0.8
1969,180,1,0.04,0.8
1970,225,1,0.04,0.8
1971,45,1,0.04,0.8
1972,0,1,0.04,0.8
1973,135,1,0.04,0.8
1974,90,1,0.04,0.8
1975,315,1,0.04,0.8
1976,270,1,0.04,0.8
1977,90,1,0.04,0.8
1978,180,1,0.04,0.8
1979,270,1,0.04,0.8
1980,225,1,0.04,0.8
1981,45,1,0.04,0.8
1982,315,1,0.04,0.8
1983,135,1,0.04,0.8
1984,0,1,0.04,0.8
1985,180,1,0.04,0.8
1986,315,1,0.04,0.8
1987,225,1,0.04,0.8
1988,135,1,0.04,0.8
1989,90,1,0.04,0.8
1990,45,1,0.04,0.8
1991,270,1,0.04,0.8
1992,0,1,0.04,0.8
1993,90,1,0.04,0.8
1994,225,1,0.04,0.8
1995,45,1,0.04,0.8
1996,135,1,0.04,0.8
1997,315,1,0.04,0.8
1998,270,1,0.04,0.8
1999,180,1,0.04,0.8
2000,0,1,0.04,0.8
2001,315,1,0.04,0.8
2002,225,1,0.04,0.8
2003,45,1,0.04,0.8
2004,90,1,0.04,0.8
2005,180,1,0.04,0.8
2006,135,1,0.04,0.8
2007,270,1,0.04,0.8
2008,0,1,0.04,0.8
2009,45,1,0.04,0.8
2010,180,1,0.04,0.8
2011,0,1,0.04,0.8
2012,135,1,0.04,0.8
2013,90,1,0.04,0.8
2014,270,1,0.04,0.8
2015,225,1,0.04,0.8
2016,315,1,0.04,0.8
2017,45,1,0.04,0.8
2018,0,1,0.04,0.8
2019,270,1,0.04,0.8
2020,180,1,0.04,0.8
2021,90,1,0.04,0.8
2022,135,1,0.04,0.8
2023,315,1,0.04,0.8
2024,225,1,0.04,0.8
2025,135,1,0.04,0.8
2026,180,1,0.04,0.8
2027,315,1,0.04,0.8
2028,0,1,0.04,0.8
2029,45,1,0.04,0.8
2030,225,1,0.04,0.8
2031,270,1,0.04,0.8
2032,90,1,0.04,0.8
2033,180,1,0.04,0.8
2034,90,1,0.04,0.8
2035,270,1,0.04,0.8
2036,315,1,0.04,0.8
2037,225,1,0.04,0.8
2038,0,1,0.04,0.8
2039,45,1,0.04,0.8
2040,135,1,0.04,0.8
2041,90,1,0.04,0.8
2042,45,1,0.04,0.8
2043,270,1,0.04,0.8
2044,0,1,0.04,0.8
2045,135,1,0.04,0.8
2046,225,1,0.04,0.8
2047,180,1,0.04,0.8
2048,315,1,0.04,0.8
2049,45,1,0.04,0.8
2050,270,1,0.04,0.8
2051,135,1,0.04,0.8
2052,0,1,0.04,0.8
2053,90,1,0.04,0.8
2054,180,1,0.04,0.8
2055,315,1,0.04,0.8
2056,225,1,0.04,0.8
2057,315,1,0.04,0.8
2058,45,1,0.04,0.8
2059,90,1,0.04,0.8
2060,180,1,0.04,0.8
2061,0,1,0.04,0.8
2062,270,1,0.04,0.8
2063,225,1,0.04,0.8
2064,135,1,0.04,0.8
2065,315,1,0.04,0.8
2066,225,1,0.04,0.8
2067,270,1,0.04,0.8
2068,135,1,0.04,0.8
2069,180,1,0.04,0.8
2070,45,1,0.04,0.8
2071,0,1,0.04,0.8
2072,90,1,0.04,0.8
2073,180,1,0.04,0.8
2074,90,1,0.04,0.8
2075,45,1,0.04,0.8
2076,0,1,0.04,0.8
2077,135,1,0.04,0.8
2078,315,1,0.04,0.8
2079,225,1,0.04,0.8
2080,270,1,0.04,0.8
2081,0,1,0.04,0.8
2082,135,1,0.04,0.8
2083,225,1,0.04,0.8
2084,315,1,0.04,0.8
2085,90,1,0.04,0.8
2086,270,1,0.04,0.8
2087,45,1,0.04,0.8
2088,180,1,0.04,0.8
2089,225,1,0.04,0.8
2090,135,1,0.04,0.8
2091,270,1,0.04,0.8
2092,45,1,0.04,0.8
2093,315,1,0.04,0.8
2094,90,1,0.04,0.8
2095,0,1,0.04,0.8
2096,180,1,0.04,0.8
2097,270,1,0.04,0.8
2098,315,1,0.04,0.8
2099,225,1,0.04,0.8
2100,0,1,0.04,0.8
2101,180,1,0.04,0.8
2102,45,1,0.04,0.8
2103,135,1,0.04,0.8
2104,90,1,0.04,0.8
2105,315,1,0.04,0.8
2106,225,1,0.04,0.8
2107,270,1,0.04,0.8
2108,90,1,0.04,0.8
2109,0,1,0.04,0.8
2110,45,1,0.04,0.8
2111,135,1,0.04,0.8
2112,180,1,0.04,0.8
2113,90,1,0.04,0.8
2114,180,1,0.04,0.8
2115,0,1,0.04,0.8
2116,225,1,0.04,0.8
2117,315,1,0.04,0.8
2118,135,1,0.04,0.8
2119,45,1,0.04,0.8
2120,270,1,0.04,0.8
2121,135,1,0.04,0.8
2122,45,1,0.04,0.8
2123,180,1,0.04,0.8
2124,315,1,0.04,0.8
2125,270,1,0.04,0.8
2126,225,1,0.04,0.8
2127,90,1,0.04,0.8
2128,0,1,0.04,0.8
2129,315,1,0.04,0.8
2130,180,1,0.04,0.8
2131,45,1,0.04,0.8
2132,135,1,0.04,0.8
2133,270,1,0.04,0.8
2134,90,1,0.04,0.8
2135,0,1,0.04,0.8
2136,225,1,0.04,0.8
2137,45,1,0.04,0.8
2138,135,1,0.04,0.8
2139,0,1,0.04,0.8
2140,180,1,0.04,0.8
2141,90,1,0.04,0.8
2142,225,1,0.04,0.8
2143,315,1,0.04,0.8
2144,270,1,0.04,0.8
2145,315,1,0.04,0.8
2146,0,1,0.04,0.8
2147,225,1,0.04,0.8
2148,135,1,0.04,0.8
2149,270,1,0.04,0.8
2150,45,1,0.04,0.8
2151,180,1,0.04,0.8
2152,90,1,0.04,0.8
2153,315,1,0.04,0.8
2154,45,1,0.04,0.8
2155,135,1,0.04,0.8
2156,90,1,0.04,0.8
2157,270,1,0.04,0.8
2158,0,1,0.04,0.8
2159,180,1,0.04,0.8
2160,225,1,0.04,0.8
2161,135,1,0.04,0.8
2162,315,1,0.04,0.8
2163,0,1,0.04,0.8
2164,45,1,0.04,0.8
2165,90,1,0.04,0.8
2166,225,1,0.04,0.8
2167,270,1,0.04,0.8
2168,180,1,0.04,0.8
2169,0,1,0.04,0.8
2170,315,1,0.04,0.8
2171,45,1,0.04,0.8
2172,270,1,0.04,0.8
2173,225,1,0.04,0.8
2174,90,1,0.04,0.8
2175,135,1,0.04,0.8
2176,180,1,0.04,0.8
2177,180,1,0.04,0.8
2178,90,1,0.04,0.8
2179,135,1,0.04,0.8
2180,225,1,0.04,0.8
2181,45,1,0.04,0.8
2182,0,1,0.04,0.8
2183,270,1,0.04,0.8
2184,315,1,0.04,0.8
2185,270,1,0.04,0.8
2186,135,1,0.04,0.8
2187,225,1,0.04,0.8
2188,315,1,0.04,0.8
2189,90,1,0.04,0.8
2190,45,1,0.04,0.8
2191,0,1,0.04,0.8
2192,180,1,0.04,0.8
2193,90,1,0.04,0.8
2194,270,1,0.04,0.8
2195,225,1,0.04,0.8
2196,45,1,0.04,0.8
2197,180,1,0.04,0.8
2198,135,1,0.04,0.8
2199,0,1,0.04,0.8
2200,315,1,0.04,0.8
2201,45,1,0.04,0.8
2202,90,1,0.04,0.8
2203,225,1,0.04,0.8
2204,315,1,0.04,0.8
2205,270,1,0.04,0.8
2206,135,1,0.04,0.8
2207,180,1,0.04,0.8
2208,0,1,0.04,0.8
2209,180,1,0.04,0.8
2210,270,1,0.04,0.8
2211,0,1,0.04,0.8
2212,315,1,0.04,0.8
2213,90,1,0.04,0.8
2214,225,1,0.04,0.8
2215,135,1,0.04,0.8
2216,45,1,0.04,0.8
2217,270,1,0.04,0.8
2218,90,1,0.04,0.8
2219,180,1,0.04,0.8
2220,135,1,0.04,0.8
2221,315,1,0.04,0.8
2222,45,1,0.04,0.8
2223,225,1,0.04,0.8
2224,0,1,0.04,0.8
2225,0,1,0.04,0.8
2226,135,1,0.04,0.8
2227,180,1,0.04,0.8
2228,90,1,0.04,0.8
2229,270,1,0.04,0.8
2230,315,1,0.04,0.8
2231,45,1,0.04,0.8
2232,225,1,0.04,0.8
2233,180,1,0.04,0.8
2234,0,1,0.04,0.8
2235,45,1,0.04,0.8
2236,135,1,0.04,0.8
2237,225,1,0.04,0.8
2238,270,1,0.04,0.8
2239,315,1,0.04,0.8
2240,90,1,0.04,0.8
2241,270,1,0.04,0.8
2242,225,1,0.04,0.8
2243,45,1,0.04,0.8
2244,0,1,0.04,0.8
2245,135,1,0.04,0.8
2246,180,1,0.04,0.8
2247,90,1,0.04,0.8
2248,315,1,0.04,0.8
2249,315,1,0.04,0.8
2250,45,1,0.04,0.8
2251,270,1,0.04,0.8
2252,90,1,0.04,0.8
2253,225,1,0.04,0.8
2254,180,1,0.04,0.8
2255,135,1,0.04,0.8
2256,0,1,0.04,0.8
2257,90,1,0.04,0.8
2258,0,1,0.04,0.8
2259,135,1,0.04,0.8
2260,225,1,0.04,0.8
2261,45,1,0.04,0.8
2262,270,1,0.04,0.8
2263,315,1,0.04,0.8
2264,180,1,0.04,0.8
2265,180,1,0.04,0.8
2266,135,1,0.04,0.8
2267,315,1,0.04,0.8
2268,45,1,0.04,0.8
2269,225,1,0.04,0.8
2270,270,1,0.04,0.8
2271,90,1,0.04,0.8
2272,0,1,0.04,0.8
2273,315,1,0.04,0.8
2274,45,1,0.04,0.8
2275,135,1,0.04,0.8
2276,0,1,0.04,0.8
2277,225,1,0.04,0.8
2278,180,1,0.04,0.8
2279,90,1,0.04,0.8
2280,270,1,0.04,0.8
2281,180,1,0.04,0.8
2282,45,1,0.04,0.8
2283,225,1,0.04,0.8
2284,90,1,0.04,0.8
2285,0,1,0.04,0.8
2286,270,1,0.04,0.8
2287,135,1,0.04,0.8
2288,315,1,0.04,0.8
2289,270,1,0.04,0.8
2290,225,1,0.04,0.8
2291,135,1,0.04,0.8
2292,315,1,0.04,0.8
2293,90,1,0.04,0.8
2294,180,1,0.04,0.8
2295,0,1,0.04,0.8
2296,45,1,0.04,0.8
2297,270,1,0.04,0.8
2298,225,1,0.04,0.8
2299,180,1,0.04,0.8
2300,45,1,0.04,0.8
2301,315,1,0.04,0.8
2302,0,1,0.04,0.8
2303,135,1,0.04,0.8
2304,90,1,0.04,0.8
2305,0,1,0.04,0.8
2306,45,1,0.04,0.8
2307,225,1,0.04,0.8
2308,135,1,0.04,0.8
2309,315,1,0.04,0.8
2310,180,1,0.04,0.8
2311,270,1,0.04,0.8
2312,90,1,0.04,0.8
2313,90,1,0.04,0.8
2314,315,1,0.04,0.8
2315,180,1,0.04,0.8
2316,135,1,0.04,0.8
2317,0,1,0.04,0.8
2318,225,1,0.04,0.8
2319,270,1,0.04,0.8
2320,45,1,0.04,0.8
2321,225,1,0.04,0.8
2322,135,1,0.04,0.8
2323,0,1,0.04,0.8
2324,45,1,0.04,0.8
2325,180,1,0.04,0.8
2326,270,1,0.04,0.8
2327,90,1,0.04,0.8
2328,315,1,0.04,0.8
2329,270,1,0.04,0.8
2330,45,1,0.04,0.8
2331,315,1,0.04,0.8
2332,180,1,0.04,0.8
2333,90,1,0.04,0.8
2334,0,1,0.04,0.8
2335,135,1,0.04,0.8
2336,225,1,0.04,0.8
2337,180,1,0.04,0.8
2338,315,1,0.04,0.8
2339,225,1,0.04,0.8
2340,45,1,0.04,0.8
2341,270,1,0.04,0.8
2342,90,1,0.04,0.8
2343,135,1,0.04,0.8
2344,0,1,0.04,0.8
2345,315,1,0.04,0.8
2346,45,1,0.04,0.8
2347,225,1,0.04,0.8
2348,180,1,0.04,0.8
2349,0,1,0.04,0.8
2350,135,1,0.04,0.8
2351,90,1,0.04,0.8
2352,270,1,0.04,0.8
2353,135,1,0.04,0.8
2354,315,1,0.04,0.8
2355,180,1,0.04,0.8
2356,270,1,0.04,0.8
2357,0,1,0.04,0.8
2358,45,1,0.04,0.8
2359,90,1,0.04,0.8
2360,225,1,0.04,0.8
2361,0,1,0.04,0.8
2362,270,1,0.04,0.8
2363,225,1,0.04,0.8
2364,45,1,0.04,0.8
2365,90,1,0.04,0.8
2366,315,1,0.04,0.8
2367,180,1,0.04,0.8
2368,135,1,0.04,0.8
2369,315,1,0.04,0.8
2370,90,1,0.04,0.8
2371,135,1,0.04,0.8
2372,225,1,0.04,0.8
2373,0,1,0.04,0.8
2374,45,1,0.04,0.8
2375,270,1,0.04,0.8
2376,180,1,0.04,0.8
2377,225,1,0.04,0.8
2378,0,1,0.04,0.8
2379,270,1,0.04,0.8
2380,45,1,0.04,0.8
2381,315,1,0.04,0.8
2382,90,1,0.04,0.8
2383,135,1,0.04,0.8
2384,180,1,0.04,0.8
2385,270,1,0.04,0.8
2386,45,1,0.04,0.8
2387,0,1,0.04,0.8
2388,135,1,0.04,0.8
2389,225,1,0.04,0.8
2390,315,1,0.04,0.8
2391,180,1,0.04,0.8
2392,90,1,0.04,0.8
2393,270,1,0.04,0.8
2394,45,1,0.04,0.8
2395,0,1,0.04,0.8
2396,90,1,0.04,0.8
2397,225,1,0.04,0.8
2398,135,1,0.04,0.8
2399,315,1,0.04,0.8
2400,180,1,0.04,0.8
